Planner,Ave.Time(ms),Max.Time(ms),Accuracy,Precision,Recall,F1
RRT Ground Truth ,103.47034197530863,352.172,1.0,1.0,1.0,1.0
Ground Truth,981.8206543209876,9292.81,0.9999759945130315,1.0,0.9998473315740115,0.9999236599596488
KCFRC keypoint,27.37633675925926,68.7287,0.9975480109739369,1.0,0.9844060107740289,0.9921417345335047
KCFRC conv,1.6273522592592595,2.74774,0.9965706447187929,1.0,0.9781902248587817,0.988974884787546
RRT-C(1ms),90.88826790123456,350.998,0.9986934156378601,1.0,0.9916904756711958,0.995827903768027
RRT-C(50us),46.81219104938272,167.921,0.9839540466392318,1.0,0.8979520621142396,0.946232605173345
STOMP,74.0208814814815,543.723,0.9989814814814815,1.0,0.9935224967830582,0.9967507247962365
FEC,6.070330833333333,14.6595,0.9843278463648834,1.0,0.9003293276046324,0.9475508424000366
